"agonism_winner","agonism_loser","agonism_type","winner_sex","loser_sex","date","observer","data_source","focal_individual","timeblock"
"0L5","1J8","aggression","M","M","2018-08-13","DP","scan","agonsim.winner","AM"
"6D6","3F7","aggression","F","F","2018-08-13","DP","scan","agonsim.winner","AM"
"4D8","6D4","aggression","F","F","2018-08-13","DP","scan","agonsim.winner","PM"
"98Z","7J7","aggression","M","M","2018-08-13","DP","scan","agonsim.winner","PM"
"5H4","2C3","aggression","F","M","2018-08-13","DP","scan","agonsim.loser","AM"
"3E4","6L1","aggression","F","F","2018-08-13","DP","scan","agonsim.loser","AM"
"8H2","8B3","aggression","M","M","2018-08-13","DP","scan","agonsim.loser","AM"
"46Z","9L9","aggression","M","M","2018-08-14","DP","scan","agonsim.winner","AM"
"73Z","9L9","aggression","F","M","2018-08-14","DP","scan","agonsim.winner","AM"
"7J7","2M4","aggression","F","F","2018-08-14","DP","scan","agonsim.winner","AM"
"24V","9I8","aggression","F","F","2018-08-14","DP","scan","agonsim.winner","PM"
"6L3","6C2","aggression","M","M","2018-08-14","DP","scan","agonsim.winner","AM"
"4L7","2K0","aggression","M","M","2018-08-14","DP","scan","agonsim.winner","AM"
"2C4","2M4","aggression","M","M","2018-08-14","DP","scan","agonsim.loser","AM"
"JM","83Z","aggression","F","F","2018-08-14","DP","scan","agonsim.loser","PM"
"8H2","5L3","aggression","M","M","2018-08-15","DP","scan","agonsim.winner","AM"
"JF","1C5","aggression","F","F","2018-08-15","DP","scan","agonsim.loser","AM"
"3M3","37V","aggression","M","M","2018-08-17","DP","scan","agonsim.winner","AM"
"56K","2F2","aggression","F","M","2018-08-17","DP","scan","agonsim.loser","AM"
"5L3","6M7","aggression","M","M","2018-08-20","DP","scan","agonsim.winner","AM"
"98Z","3E4","aggression","M","M","2018-08-20","DP","scan","agonsim.winner","AM"
"1J8","2F2","aggression","F","M","2018-08-20","DP","scan","agonsim.winner","PM"
"6C2","2C4","aggression","F","F","2018-08-20","DP","scan","agonsim.winner","PM"
"5L3","0M6","aggression","M","M","2018-08-20","DP","scan","agonsim.winner","PM"
"6K6","0J5","aggression","F","F","2018-08-20","DP","scan","agonsim.winner","PM"
"5J3","0M6","aggression","F","F","2018-08-20","DP","scan","agonsim.loser","AM"
"1J8","8I9","aggression","F","M","2018-08-21","DP","scan","agonsim.winner","PM"
"5K0","5L3","aggression","M","M","2018-08-21","DP","scan","agonsim.loser","AM"
"5L3","42T","aggression","M","M","2018-08-22","DP","scan","agonsim.winner","AM"
"0L5","31S","aggression","M","M","2018-08-22","DP","scan","agonsim.winner","AM"
"6L3","6D4","aggression","M","M","2018-08-22","DP","scan","agonsim.winner","AM"
"7I8","4M9","aggression",NA,"F","2018-08-22","DP","scan","agonsim.loser","AM"
"8H2","37V","aggression","F","F","2018-08-22","DP","scan","agonsim.loser","AM"
"JM","9H9","aggression","F","M","2018-08-22","DP","scan","agonsim.loser","AM"
"56K","4D8","aggression","F","F","2018-08-22","DP","scan","agonsim.loser","AM"
"7J7","6C2","aggression","F","F","2018-08-22","DP","scan","agonsim.loser","AM"
"5L3","8C9","aggression","M","M","2018-08-22","DP","scan","agonsim.loser","AM"
"8L3","JF","aggression","F","F","2018-08-23","DP","scan","agonsim.winner","AM"
"6K6","4M9","aggression","F","F","2018-08-23","DP","scan","agonsim.winner","AM"
"8H2","1J8","aggression","M","M","2018-08-23","DP","scan","agonsim.winner","AM"
"37V","5M5","aggression","F","F","2018-08-23","DP","scan","agonsim.winner","AM"
"24V","8C9","aggression","F","F","2018-08-23","DP","scan","agonsim.winner","AM"
"2J7","7I8","aggression","F","F","2018-08-23","DP","scan","agonsim.loser","AM"
"6D6","6C2","aggression","F","F","2018-08-23","DP","scan","agonsim.loser","AM"
"8L3","1E2","aggression","F","F","2018-08-23","DP","scan","agonsim.loser","PM"
"5H4","2J7","aggression","F","F","2018-08-23","DP","scan","agonsim.loser","PM"
"73Z","83Z","aggression","F","F","2018-08-24","DP","scan","agonsim.loser","AM"
"2C3","0M6","aggression","F","M","2018-08-27","DP","scan","agonsim.winner","AM"
"5H4","7I8","aggression","F","M","2018-08-27","DP","scan","agonsim.winner","PM"
"56K","6D6","aggression","M","M","2018-08-27","DP","scan","agonsim.winner","AM"
"3M3","2F2","aggression","F","M","2018-08-27","DP","scan","agonsim.loser","AM"
"9H9","1C5","aggression","F","F","2018-08-27","DP","scan","agonsim.loser","AM"
"6L3","86Z","aggression","F","M","2018-08-27","DP","scan","agonsim.loser","AM"
"73Z","6M7","aggression","F","F","2018-08-27","DP","scan","agonsim.loser","AM"
"2K0","1L1","aggression","F","M","2018-08-27","DP","scan","agonsim.loser","AM"
"8C9","9I8","aggression","F","F","2018-08-27","DP","scan","agonsim.loser","PM"
"44V","7F0","aggression","F","M","2018-08-28","DP","scan","agonsim.winner","AM"
"86Z","6K6","aggression","F","M","2018-08-28","DP","scan","agonsim.winner","AM"
"7F0","1L1","aggression","F","F","2018-08-28","DP","scan","agonsim.winner","PM"
"5H4","86Z","aggression","F","M","2018-08-28","DP","scan","agonsim.loser","AM"
"2M4","8H2","aggression","M","M","2018-08-28","DP","scan","agonsim.loser","AM"
"24V","3F7","aggression","F","F","2018-08-29","DP","scan","agonsim.winner","AM"
"2C4","6M7","aggression","F","M","2018-08-29","DP","scan","agonsim.winner","AM"
"9L9","51V","aggression","F","F","2018-08-29","DP","scan","agonsim.loser","AM"
"6L1","0J5","aggression","F","F","2018-08-29","DP","scan","agonsim.loser","AM"
"5H4","9I8","aggression","F","F","2018-08-29","DP","scan","agonsim.loser","AM"
"24V","6C2","aggression","F","F","2018-08-29","DP","scan","agonsim.loser","AM"
"93O","51V","aggression","F","F","2018-08-31","DP","scan","agonsim.winner","AM"
"60R","2F2","aggression","F","F","2018-08-31","DP","scan","agonsim.winner","AM"
"98Z","6K6","aggression","M","M","2018-08-31","DP","scan","agonsim.winner","AM"
"6L4","9L9","aggression","M","M","2018-08-31","DP","scan","agonsim.winner","AM"
"73Z","98Z","aggression","F","M","2018-08-31","DP","scan","agonsim.winner","AM"
"46Z","JF","aggression","M","M","2018-08-31","DP","scan","agonsim.winner","AM"
"8B3","9L9","aggression","M","M","2018-08-31","DP","scan","agonsim.winner","PM"
"2M4","6K6","aggression","M","M","2018-08-31","DP","scan","agonsim.winner","PM"
"5H4","9I8","aggression","F","F","2018-08-31","DP","scan","agonsim.loser","PM"
"5M5","9L9","aggression","F","M","2018-09-05","DP","scan","agonsim.winner","AM"
"73Z","3F5","aggression","F","M","2018-09-05","DP","scan","agonsim.winner","AM"
"46Z","8B3","aggression","M","M","2018-09-05","DP","scan","agonsim.winner","AM"
"56K","0M6","aggression","M","M","2018-09-05","DP","scan","agonsim.winner","AM"
"73Z","6D9","aggression","F","F","2018-09-05","DP","scan","agonsim.loser","AM"
"3M3","7I8","aggression","F","F","2018-09-05","DP","scan","agonsim.loser","PM"
"27N","7I8","aggression","F","F","2018-09-05","DP","scan","agonsim.loser","PM"
"4F1","2F2","aggression","F","M","2018-09-05","DP","scan","agonsim.loser","PM"
"8I9","9L9","aggression","F","F","2018-09-06","DP","scan","agonsim.winner","AM"
"73Z","7I8","aggression","F","M","2018-09-06","DP","scan","agonsim.winner","AM"
"9H9","9L9","aggression","F","M","2018-09-06","DP","scan","agonsim.winner","AM"
"9N6","6D6","aggression","F","F","2018-09-06","DP","scan","agonsim.loser","PM"
"5H4","86Z","aggression","F","M","2018-09-06","DP","scan","agonsim.loser","PM"
"76J","6K6","aggression","F","F","2018-09-06","DP","scan","agonsim.loser","PM"
"5H4","83Z","aggression","F","M","2018-09-07","DP","scan","agonsim.winner","AM"
"46Z","6M7","aggression","M","M","2018-09-07","DP","scan","agonsim.winner","AM"
"2F2","9L9","aggression","F","M","2018-09-07","DP","scan","agonsim.winner","PM"
"3E4","6D4","aggression","F","M","2018-09-07","DP","scan","agonsim.winner","PM"
"73Z","3M3","aggression","M","M","2018-09-07","DP","scan","agonsim.loser","AM"
"73Z","86Z","aggression","F","M","2018-09-07","DP","scan","agonsim.loser","AM"
"93O","1L1","aggression","F","M","2018-09-07","DP","scan","agonsim.loser","PM"
"JF","1C5","aggression","F","F","2018-09-07","DP","scan","agonsim.loser","PM"
"3F5","49V","aggression","F","F","2018-09-07","DP","scan","agonsim.loser","PM"
"8L3","83Z","aggression","F","F","2018-09-07","DP","scan","agonsim.loser","PM"
"9N6","JF","aggression","F","F","2018-09-10","DP","scan","agonsim.winner","AM"
"27N","8H2","aggression","M","F","2018-09-11","DP","scan","agonsim.winner","PM"
"27N","46Z","aggression","M","F","2018-09-11","DP","scan","agonsim.winner","PM"
"6L3","4M9","aggression",NA,"F","2018-09-11","DP","scan","agonsim.loser","AM"
"3F7","3F5","aggression","F","F","2018-09-11","DP","scan","agonsim.loser","AM"
"2J7","51V","aggression","F","F","2018-09-11","DP","scan","agonsim.loser","AM"
"3E4","31S","aggression","M","M","2018-09-11","DP","scan","agonsim.loser","AM"
"56K","6D4","aggression","F","F","2018-09-11","DP","scan","agonsim.loser","PM"
"1C5","JM","aggression","F","F","2018-09-12","DP","scan","agonsim.winner","AM"
"5I5","JF","aggression","M","M","2018-09-12","DP","scan","agonsim.winner","AM"
"27N","24V","aggression","F","F","2018-09-12","DP","scan","agonsim.loser","AM"
"JM","1C7","aggression",NA,"M","2018-09-12","DP","scan","agonsim.loser","AM"
"31S","2K0","aggression","M","M","2018-09-12","DP","scan","agonsim.loser","AM"
"46Z","1E2","aggression","M","M","2018-09-17","DP","scan","agonsim.winner","AM"
"4D8","6K6","aggression","F","F","2018-09-17","DP","scan","agonsim.winner","AM"
"31S","6L1","aggression","M","M","2018-09-17","DP","scan","agonsim.winner","AM"
"46Z","93O","aggression","M","M","2018-09-17","DP","scan","agonsim.winner","PM"
"6L4","4L7","aggression","M","M","2018-09-17","DP","scan","agonsim.winner","PM"
"8I9","60R","aggression","F","F","2018-09-17","DP","scan","agonsim.loser","AM"
"JM","6L3","aggression","M","M","2018-09-17","DP","scan","agonsim.loser","AM"
NA,"5H4","aggression","F","M","2018-09-18","DP","scan","agonsim.loser","AM"
"3M3","JM","aggression","M","M","2018-09-18","DP","scan","agonsim.winner","AM"
"8C9","31S","aggression","M","M","2018-09-18","DP","scan","agonsim.winner","AM"
"5K0","JF","aggression","M","M","2018-09-18","DP","scan","agonsim.winner","AM"
"27N","6C2","aggression","M","F","2018-09-18","DP","scan","agonsim.winner","PM"
"5H4","5J3","aggression","M","M","2018-09-18","DP","scan","agonsim.loser","AM"
"JM","6D6","aggression","F","F","2018-09-18","DP","scan","agonsim.loser","AM"
"5H4","6D9","aggression","F","F","2018-09-18","DP","scan","agonsim.loser","AM"
"6K6","6D9","aggression","F","F","2018-09-18","DP","scan","agonsim.loser","AM"
"8H2","7D7","aggression","M","M","2018-09-18","DP","scan","agonsim.loser","AM"
"3M3","86Z","aggression","F","M","2018-09-18","DP","scan","agonsim.loser","AM"
"JM","3F5","aggression","F","F","2018-09-18","DP","scan","agonsim.loser","PM"
"8C9","31S","aggression","M","M","2018-09-18","DP","scan","agonsim.loser","PM"
"73Z","3F7","aggression","F","M","2018-09-18","DP","scan","agonsim.loser","PM"
"2C4","93O","aggression","F","F","2018-09-18","DP","scan","agonsim.loser","PM"
"7J7",NA,"aggression","F","F","2018-09-19","DP","scan","agonsim.winner","AM"
"98Z","4F1","aggression","M","M","2018-09-19","DP","scan","agonsim.winner","AM"
"27N","31S","aggression","M","F","2018-09-19","DP","scan","agonsim.winner","AM"
"5H4","76J","aggression","F","M","2018-09-19","DP","scan","agonsim.winner","PM"
"7J7","9I8","aggression","F","F","2018-09-19","DP","scan","agonsim.winner","PM"
"5K0","0J5","aggression","M","M","2018-09-19","DP","scan","agonsim.winner","PM"
"9N6","44V","aggression","F","M","2018-09-19","DP","scan","agonsim.loser","AM"
"27N","8C9","aggression","M","M","2018-09-19","DP","scan","agonsim.loser","AM"
"JM","98Z","aggression","M","M","2018-09-19","DP","scan","agonsim.loser","AM"
"JM","9L9","aggression","F","F","2018-09-19","DP","scan","agonsim.loser","AM"
"JM","7J7","aggression","F","F","2018-09-19","DP","scan","agonsim.loser","AM"
"0M6","JF","aggression","F","F","2018-09-21","DP","scan","agonsim.winner","AM"
"8C9","42T","aggression","M","M","2018-09-21","DP","scan","agonsim.winner","AM"
"56K","0K8","aggression","M","M","2018-09-21","DP","scan","agonsim.winner","AM"
"46Z","6L3","aggression","M","M","2018-09-21","DP","scan","agonsim.winner","AM"
"73Z","1L1","aggression","F","M","2018-09-21","DP","scan","agonsim.winner","AM"
"98Z","83Z","aggression","M","M","2018-09-21","DP","scan","agonsim.winner","AM"
"8C9","5L3","aggression","M","M","2018-09-21","DP","scan","agonsim.winner","AM"
"9I8","0J5","aggression","F","F","2018-09-21","DP","scan","agonsim.loser","AM"
"5L3","2C3","aggression","F","M","2018-09-21","DP","scan","agonsim.loser","AM"
"56K","6L3","aggression","M","M","2018-09-25","DP","scan","agonsim.winner","AM"
"4F1","0M6","aggression","F","F","2018-09-25","DP","scan","agonsim.winner","PM"
"3F7","6C2","aggression","F","F","2018-09-25","DP","scan","agonsim.loser","AM"
"8I9","6D9","aggression","F","F","2018-09-26","DP","scan","agonsim.winner","AM"
"5K0","2M4","aggression","M","M","2018-09-26","DP","scan","agonsim.winner","PM"
"6L3","JF","aggression","M","M","2018-09-26","DP","scan","agonsim.winner","PM"
"5H4","5H4","aggression","F","M","2018-09-26","DP","scan","agonsim.winner","PM"
"1C5","JF","aggression","F","F","2018-09-26","DP","scan","agonsim.winner","PM"
"73Z","7J7","aggression","F","F","2018-09-26","DP","scan","agonsim.loser","AM"
"76J","7J7","aggression","F","F","2018-09-26","DP","scan","agonsim.loser","AM"
"8L3","6C2","aggression","F","F","2018-09-26","DP","scan","agonsim.loser","PM"
"27N","8L3","aggression","M","F","2018-09-27","DP","scan","agonsim.winner","AM"
"5K0","2M4","aggression","M","M","2018-09-27","DP","scan","agonsim.winner","AM"
"46Z","JM","aggression","M","M","2018-09-27","DP","scan","agonsim.winner","AM"
"2C3","6L1","aggression","F","M","2018-09-27","DP","scan","agonsim.winner","AM"
"46Z","3F7","aggression","M","M","2018-09-27","DP","scan","agonsim.winner","AM"
"2J7","4D8","aggression","F","F","2018-09-27","DP","scan","agonsim.loser","AM"
"2J7","9N6","aggression","F","F","2018-09-27","DP","scan","agonsim.loser","AM"
"1J8","7F0","aggression","F","F","2018-09-27","DP","scan","agonsim.loser","AM"
"6K6","8I9","aggression","F","F","2018-09-27","DP","scan","agonsim.loser","AM"
"JM","0M6","aggression","F","F","2018-09-27","DP","scan","agonsim.loser","AM"
"6C2","8I9","aggression","F","F","2018-09-27","DP","scan","agonsim.loser","AM"
"5H4","76J","aggression","F","M","2018-09-28","DP","scan","agonsim.loser","AM"
"1J8","4F1","aggression","F","F","2018-09-28","DP","scan","agonsim.loser","AM"
"3E4","76J","aggression","F","M","2018-09-28","DP","scan","agonsim.loser","AM"
"73Z","6D6","aggression","F","F","2018-09-28","DP","scan","agonsim.loser","AM"
"3M3","8I9","aggression","M","M","2018-10-01","DP","scan","agonsim.winner","AM"
"42T","7D7","aggression","M","F","2018-10-01","DP","scan","agonsim.winner","AM"
"4L7","8H2","aggression","M","M","2018-10-01","DP","scan","agonsim.winner","AM"
"5H4","49V","aggression","F","M","2018-10-01","DP","scan","agonsim.winner","AM"
"8C9","8B3","aggression","M","M","2018-10-01","DP","scan","agonsim.winner","AM"
"56K","1J8","aggression","F","M","2018-10-01","DP","scan","agonsim.loser","AM"
"49V","9L9","aggression","F","F","2018-10-01","DP","scan","agonsim.loser","AM"
"9I8","1C5","aggression","F","F","2018-10-01","DP","scan","agonsim.loser","AM"
"1J8","8B3","aggression","M","M","2018-10-01","DP","scan","agonsim.loser","PM"
"5H4","76J","aggression","F","M","2018-10-01","DP","scan","agonsim.loser","PM"
"5K0","1C7","aggression","M","M","2018-10-02","DP","scan","agonsim.winner","AM"
"6L4","5J3","aggression","M","M","2018-10-02","DP","scan","agonsim.winner","AM"
"3M3","98Z","aggression","M","M","2018-10-02","DP","scan","agonsim.winner","PM"
"8L3","1E2","aggression","F","F","2018-10-02","DP","scan","agonsim.winner","PM"
"60R","3F5","aggression","F","F","2018-10-02","DP","scan","agonsim.winner","PM"
"5K0","1J8","aggression","M","M","2018-10-02","DP","scan","agonsim.winner","PM"
"3F7","JF","aggression","F","M","2018-10-02","DP","scan","agonsim.winner","PM"
"5H4","51V","aggression","F","M","2018-10-02","DP","scan","agonsim.winner","PM"
"7J7","60R","aggression","F","F","2018-10-03","DP","scan","agonsim.winner","AM"
"8I9","73Z","aggression","F","F","2018-10-03","DP","scan","agonsim.winner","AM"
"42T","1J8","aggression","M","F","2018-10-03","DP","scan","agonsim.winner","PM"
"73Z","7I8","aggression","F","F","2018-10-03","DP","scan","agonsim.loser","AM"
"24V","2J7","aggression","F","F","2018-10-03","DP","scan","agonsim.loser","AM"
"6L3","3E4","aggression","F","M","2018-10-03","DP","scan","agonsim.loser","AM"
"0M6","6D6","aggression","F","F","2018-10-04","DP","scan","agonsim.winner","AM"
"1J8","7F0","aggression","F","M","2018-10-04","DP","scan","agonsim.winner","AM"
"46Z","0M6","aggression","M","M","2018-10-04","DP","scan","agonsim.winner","AM"
"1E2","JF","aggression","F","F","2018-10-04","DP","scan","agonsim.winner","AM"
"6L3","6D6","aggression","M","M","2018-10-04","DP","scan","agonsim.winner","AM"
"JM","6D9","aggression","F","F","2018-10-04","DP","scan","agonsim.loser","AM"
"2J7","76J","aggression","F","M","2018-10-04","DP","scan","agonsim.loser","AM"
"6L4","5I5","aggression","M","M","2018-10-05","DP","scan","agonsim.winner","AM"
"1M8","8H2","aggression","M","M","2018-10-05","DP","scan","agonsim.winner","AM"
"2C3","JM","aggression","F","M","2018-10-05","DP","scan","agonsim.winner","AM"
"5H4","3F7","aggression","F","M","2018-10-05","DP","scan","agonsim.winner","AM"
"1M8","2M4","aggression","M","M","2018-10-05","DP","scan","agonsim.winner","AM"
"2C4","2M4","aggression","F","M","2018-10-05","DP","scan","agonsim.winner","AM"
"2C3","1L1","aggression","F","M","2018-10-05","DP","scan","agonsim.loser","AM"
"3M3","0K8","aggression","F","M","2018-10-05","DP","scan","agonsim.loser","AM"
"4L7","8C9","aggression","M","M","2018-10-05","DP","scan","agonsim.loser","AM"
"5L8","1K1",NA,NA,NA,"2017-10-31","DP","adlib",NA,NA
"1G0","1K1",NA,NA,NA,"2017-10-31","DP","adlib",NA,NA
"1K2","93T","U",NA,NA,"2017-10-31","DP","adlib",NA,NA
"0K0","1K1","CA",NA,NA,"2017-10-31","DP","adlib",NA,NA
"7K8","14E","NC",NA,NA,"2017-11-02","DP","adlib",NA,NA
"9C1","1K1","A",NA,NA,"2017-11-02","DP","adlib",NA,NA
"3D9","14E","CA",NA,NA,"2017-11-03","DP","adlib",NA,NA
"1I6","3H0","CA",NA,NA,"2017-11-03","DP","adlib",NA,NA
"9C1","2.00E+04","CA",NA,NA,"2017-11-03","DP","adlib",NA,NA
"4C5","00V","CA",NA,NA,"2017-11-03","DP","adlib",NA,NA
"5C6","0M4","FG",NA,NA,"2017-11-28","DP","adlib",NA,NA
"2.00E+04","14E","A",NA,NA,"2017-12-11","DP","adlib",NA,NA
"9.00E+08","0M4","NC",NA,NA,"2017-12-11","DP","adlib",NA,NA
"1K1","0M4","FG",NA,NA,"2017-12-11","DP","adlib",NA,NA
"1G0","53Z","NC",NA,NA,"2017-12-13","DP","adlib",NA,NA
"1I5","9C1","A",NA,NA,"2017-12-20","DP","adlib",NA,NA
"45Z","0F0","CA",NA,NA,"2018-01-08","DP","adlib",NA,NA
"2K1","1G6","CA",NA,NA,"2018-01-08","DP","adlib",NA,NA
"1G1","53Z","NC",NA,NA,"2018-01-24","DP","adlib",NA,NA
"1I6","0K0","CA",NA,NA,"2018-01-24","DP","adlib",NA,NA
"7C4","5C6","CA",NA,NA,"2018-02-14","DP","adlib",NA,NA
"3D9","53Z","CA",NA,NA,"2018-02-22","DP","adlib",NA,NA
"2I3","0M4","CA",NA,NA,"2018-02-23","DP","adlib",NA,NA
"1G1","0M4","CA",NA,NA,"2018-03-01","DP","adlib",NA,NA
"4C9","1I7","NC",NA,NA,"2018-03-01","DP","adlib",NA,NA
"2G3","1I7","CA",NA,NA,"2018-03-05","DP","adlib",NA,NA
"52Z ","1K1","CA",NA,NA,"2018-03-05","DP","adlib",NA,NA
"2G2","9C1","CA",NA,NA,"2018-03-05","DP","adlib",NA,NA
"51Z","5L8","CA",NA,NA,"2018-03-06","DP","adlib",NA,NA
"2I3","1K2","CA",NA,NA,"2018-03-28","DP","adlib",NA,NA
"93T","14E","A",NA,NA,"2018-03-28","DP","adlib",NA,NA
"2.00E+04","0M3","CA",NA,NA,"2018-03-28","DP","adlib",NA,NA
"8N3","0M4","CA",NA,NA,"2018-04-05","DP","adlib",NA,NA
"4C5","1B0","NC",NA,NA,"2018-04-10","DP","adlib",NA,NA
"1I6","1G4","CA",NA,NA,"2018-04-12","DP","adlib",NA,NA
"51Z","1G4","NC",NA,NA,"2018-04-12","DP","adlib",NA,NA
"9C1","14E","NC",NA,NA,"2018-04-17","DP","adlib",NA,NA
"4C9","2.00E+04","FG",NA,NA,"2018-04-30","DP","adlib",NA,NA
"8n3","1k1","A",NA,NA,"2018-05-01","DP","adlib",NA,NA
"51Z","2G4","NC",NA,NA,"2018-05-02","DP","adlib",NA,NA
"45Z","0M4","CA",NA,NA,"2018-05-02","DP","adlib",NA,NA
"7C4","8N3","CA",NA,NA,"2018-05-02","DP","adlib",NA,NA
"1I7","1K1","NC",NA,NA,"2018-05-02","DP","adlib",NA,NA
"4C5","1B0","NC",NA,NA,"2018-05-10","DP","adlib",NA,NA
"2G3","1K1","NC",NA,NA,"2018-05-14","DP","adlib",NA,NA
"1G0","1K1","CA",NA,NA,"2018-05-14","DP","adlib",NA,NA
"51Z","1B0","NC",NA,NA,"2018-05-14","DP","adlib",NA,NA
"1G1","14E","CA",NA,NA,"2018-05-15","DP","adlib",NA,NA
"1I6","14E","NC",NA,NA,"2018-05-15","DP","adlib",NA,NA
"2I3","5.00E+08","A",NA,NA,"2018-05-17","DP","adlib",NA,NA
"1G4","9C1","NC",NA,NA,"2018-05-17","DP","adlib",NA,NA
"1G0","2G2","NC",NA,NA,"2018-05-24","DP","adlib",NA,NA
"93T","1G1","A",NA,NA,"2018-05-24","DP","adlib",NA,NA
"85T","1K1","NC",NA,NA,"2018-06-04","DP","adlib",NA,NA
"90T","2G4","NC",NA,NA,"2018-06-13","DP","adlib",NA,NA
"4C5","9C1","CA",NA,NA,"2018-06-13","DP","adlib",NA,NA
"85T","3H0","CA",NA,NA,"2018-06-15","DP","adlib",NA,NA
"2I3","1I7","CA",NA,NA,"2018-06-15","DP","adlib",NA,NA
"5.00E+08","00V","NC",NA,NA,"2018-06-15","DP","adlib",NA,NA
"5.00E+08","0M4","CA",NA,NA,"2018-06-18","DP","adlib",NA,NA
"2G2","53Z","NC",NA,NA,"2018-06-18","DP","adlib",NA,NA
"5L8","9C1","CA",NA,NA,"2018-06-21","DP","adlib",NA,NA
"7C4","9C1","FG",NA,NA,"2018-06-26","DP","adlib",NA,NA
"3H0","14E","CA",NA,NA,"2018-07-02","DP","adlib",NA,NA
"2I3","8N3","NC",NA,NA,"2018-07-06","DP","adlib",NA,NA
"0G1","7G1","NC",NA,NA,"2018-07-06","DP","adlib",NA,NA
"7C4","1K1",NA,NA,NA,"2018-07-11","DP","adlib",NA,NA
"7C4","4J4","A",NA,NA,"2018-07-11","DP","adlib",NA,NA
"4C5","4C9","CA",NA,NA,"2018-07-16","DP","adlib",NA,NA
"2G2","1K1","CA",NA,NA,"2018-07-17","DP","adlib",NA,NA
"2G3","1I5","CA",NA,NA,"2018-07-17","DP","adlib",NA,NA
"1K1","0M4","NC",NA,NA,"2018-07-30","DP","adlib",NA,NA
"1K1","0M3","FG",NA,NA,"2018-07-31","DP","adlib",NA,NA
"51Z","0M4","CA",NA,NA,"2018-08-02","DP","adlib",NA,NA
"7K8","00V","CA",NA,NA,"2018-08-10","DP","adlib",NA,NA
"51Z","53Z","CA",NA,NA,"2018-08-10","DP","adlib",NA,NA
"85T","3H0","CA",NA,NA,"2018-08-14","DP","adlib",NA,NA
"5L8","4C5","CA",NA,NA,"2018-08-15","DP","adlib",NA,NA
"3H0","4C9","CA",NA,NA,"2018-08-16","DP","adlib",NA,NA
"7C4","1K1","NC",NA,NA,"2018-08-20","DP","adlib",NA,NA
"1K1","0M4","FG",NA,NA,"2018-08-22","DP","adlib",NA,NA
"5L8","00V","D",NA,NA,"2018-08-22","DP","adlib",NA,NA
"1D5","4.00E+02","CA",NA,NA,"2017-10-26","DP","adlib",NA,NA
"18I","61R","FG",NA,NA,"2017-10-27","DP","adlib",NA,NA
"1D5","2K5",NA,NA,NA,"2017-10-31","DP","adlib",NA,NA
"0M1","61R","A",NA,NA,"2017-10-31","DP","adlib",NA,NA
"6K5","2K6",NA,NA,NA,"2017-10-31","DP","adlib",NA,NA
"04T","25R","A",NA,NA,"2017-10-31","DP","adlib",NA,NA
"0G1","18I",NA,NA,NA,"2017-10-31","DP","adlib",NA,NA
"36V","04T","NC",NA,NA,"2017-11-02","DP","adlib",NA,NA
"0C7","77I","U",NA,NA,"2017-11-02","DP","adlib",NA,NA
"8J3","0C7","NC",NA,NA,"2017-11-02","DP","adlib",NA,NA
"6K5","3I6","A",NA,NA,"2017-11-02","DP","adlib",NA,NA
"7G1","25R","CA",NA,NA,"2017-11-03","DP","adlib",NA,NA
"04T","2K3","FG",NA,NA,"2017-11-03","DP","adlib",NA,NA
"0G1","12O","CA",NA,NA,"2017-11-03","DP","adlib",NA,NA
"2K6","61R","FG",NA,NA,"2017-11-03","DP","adlib",NA,NA
"3J7","2K3","NC",NA,NA,"2017-11-03","DP","adlib",NA,NA
"3I9","19T","NC",NA,NA,"2017-11-03","DP","adlib",NA,NA
"5J1","0M1","A",NA,NA,"2017-11-03","DP","adlib",NA,NA
"25R","2K6","FG",NA,NA,"2017-11-08","DP","adlib",NA,NA
"7G1","3I6","CA",NA,NA,"2017-11-08","DP","adlib",NA,NA
"8J3","3I9","NC",NA,NA,"2017-11-08","DP","adlib",NA,NA
"0J4","2K3","U",NA,NA,"2017-11-28","DP","adlib",NA,NA
"19T","3J7","FG",NA,NA,"2017-12-20","DP","adlib",NA,NA
"4.00E+02","2K3","A",NA,NA,"2017-12-20","DP","adlib",NA,NA
"3B9","81O","FG",NA,NA,"2018-01-08","DP","adlib",NA,NA
"33T","81O","D",NA,NA,"2018-01-16","DP","adlib",NA,NA
"0I9","3I5","FG",NA,NA,"2018-01-17","DP","adlib",NA,NA
"0I9","4.00E+02","FG",NA,NA,"2018-01-17","DP","adlib",NA,NA
"19T","2K5","NC",NA,NA,"2018-02-02","DP","adlib",NA,NA
"1F2","2K5","FG",NA,NA,"2018-02-02","DP","adlib",NA,NA
"4G8","12O","FG",NA,NA,"2018-02-14","DP","adlib",NA,NA
"2K5","2K6","CA",NA,NA,"2018-02-14","DP","adlib",NA,NA
"3B9","0M1","FG",NA,NA,"2018-02-22","DP","adlib",NA,NA
"2K6","61R","FG",NA,NA,"2018-02-23","DP","adlib",NA,NA
"32Z","2K6","FG",NA,NA,"2018-02-23","DP","adlib",NA,NA
"5N5","2K6","CA",NA,NA,"2018-02-28","DP","adlib",NA,NA
"8K1","2K6","CA",NA,NA,"2018-03-01","DP","adlib",NA,NA
"04T","12O","FG",NA,NA,"2018-03-05","DP","adlib",NA,NA
"6.00E+06","9.00E+03","FG",NA,NA,"2018-03-05","DP","adlib",NA,NA
"4.00E+02","12O","CA",NA,NA,"2018-03-05","DP","adlib",NA,NA
