animal	SEX	group 	birthseason	year	Idcode	notes	IDYEAR	obs/yr
2H3	f	F	2009	2017	2083		2H32017	4.333333333
2H6	M	V	2009	2015	2086		2H62015	4.5
2H6	m	V	2009	2016	2086		2H62016	0.333333333
2I0	m	F	2010	2016	2100		2I02016	5.666666667
2I0	m	F	2010	2017	2100		2I02017	4.333333333
2I2	M	F	2010	2016	2092		2I22016	3
2I2	m	F	2010	2017	2092		2I22017	2.166666667
2I3	f	V	2010	2016	2093		2I32016	6.166666667
2I3	f	V	2010	2017	2093		2I32017	3.166666667
2I4	M	F	2010	2016	2094		2I42016	3
2J2	F	F	2010	2016	2102		2J22016	6.333333333
2J2	f	F	2010	2017	2102		2J22017	4
2J4	M	F	2010	2016	2104		2J42016	6.666666667
2J5	f	R	2010	2016	2105		2J52016	5.166666667
2J6	M	F	2010	2016	2106		2J62016	6.5
2J6	m	F	2010	2017	2106		2J62017	4.166666667
2J7	f	KK	2010	2017	2107		2J72017	1.916666667
2J8	F	F	2010	2016	2108		2J82016	6.166666667
2J8	f	F	2010	2017	2108		2J82017	4.333333333
2J9	m	R	2010	2016	2109		2J92016	4.833333333
2K0	m	V	2011	2017	2110		2K02017	3.166666667
2K1	f	V	2011	2017	2111		2K12017	2.833333333
2K3	m	V	2011	2017	2113		2K32017	3.166666667
2K4	m	V	2011	2017	2114		2K42017	1.333333333
2K5	m	V	2011	2017	2115		2K52017	3
2K6	m	V	2011	2017	2116		2K62017	3.333333333
2L5	f	F	2011	2017	2125		2L52017	4.166666667
2L8	f	F	2011	2017	2128		2L82017	4.333333333
2M4	m	KK	2012	2017	2134		2M42017	0.833333333
2O4	m	KK	2013	2017	2154		2O42017	0.833333333
2O7	f	KK	2013	2017	2157		2O72017	0.916666667
2R0	m	KK	2014	2017	2180		2R02017	0.833333333
2R9	f	KK	2014	2017	2189		2R92017	0.75
3_E1	M	F	2002	2013	3051	3E1	3_E12013	2.166666667
3_E1	M	F	2002	2013	3051	3E1	3_E12013	2.166666667
3_E2	F	F	1999	2013	3052	3E2	3_E22013	9.333333333
3_E2	F	F	2007	2015	3052	3E2	3_E22015	6
3_E2	F	F	2007	2014	3052	3E2	3_E22014	7.833333333
3_E4	M	F	1999	2013	3054	3E4	3_E42013	9.666666667
3_E4	M	F	2007	2015	3054	3E4	3_E42015	5.833333333
3_E4	M	F	2007	2014	3054	3E4	3_E42014	8.333333333
3_E7	F	F	2007	2015	3057	3E7	3_E72015	6
3_E7	F	F	2007	2014	3057	3E7	3_E72014	4.333333333
30C	M	F	1994	2016	3003		30C2016	0.5
30C	M	F	1994	2012	3003		30C2012	3.666666667
30C	M	F	1994	2010	3003		30C2010	3.833333333
30C	M	F	1994	2011	3003		30C2011	5.166666667
30C	M	F	1994	2013	3003		30C2013	9.666666667
30C	M	F	1994	2015	3003		30C2015	6
30C	M	F	1994	2014	3003		30C2014	8.666666667
30F	F	S	1996	2011	3006		30F2011	4.5
30J	F	V	1998	2015	3010		30J2015	4.333333333
30L	M	F	2000	2012	3012		30L2012	3.5
30L	M	F	2000	2010	3012		30L2010	4.333333333
30L	M	F	2000	2011	3012		30L2011	4.833333333
30L	M	F	2000	2013	3012		30L2013	7.166666667
30L	M	F	2000	2015	3012		30L2015	6
30L	M	F	2000	2014	3012		30L2014	6.5
30L	M	F	2000	2016	3012		30L2016	6.333333333
30V	M	HH	2004	2014	3022		30V2014	8
30V	M	F	2004	2016	3022		30V2016	5.5
30Z	M	V	2004	2015	3026		30Z2015	2.166666667
30Z	m	V	2004	2016	3026		30Z2016	2
31I	M	F	1998	2010	3109		31I2010	4.166666667
31I	M	F	1998	2011	3109		31I2011	5.166666667
31I	M	V	1998	2015	3109		31I2015	2.166666667
31S	M	F	2002	2013	3119		31S2013	3.833333333
31S	M	F	2002	2010	3119		31S2010	4.333333333
31S	M	F	2002	2011	3119		31S2011	5
31S	m	R	2002	2015	3119		31S2015	4
31S	m	R	2002	2016	3119		31S2016	3
31V	f	R	2004	2015	3122		31V2015	4
31V	f	R	2004	2016	3122		31V2016	4.833333333
32S	F	F	2002	2012	3219		32S2012	3.666666667
32S	F	F	2002	2010	3219		32S2010	4.333333333
32S	F	F	2002	2011	3219		32S2011	5
32S	F	F	2002	2013	3219		32S2013	9.333333333
32S	F	F	2002	2015	3219		32S2015	6
32S	F	F	2002	2014	3219		32S2014	8.5
32S	F	F	2002	2016	3219		32S2016	6.5
32Z	M	V	2004	2015	3226		32Z2015	4.833333333
32Z	m	V	2004	2016	3226		32Z2016	6
32Z	m	V	2004	2017	3226		32Z2017	3.166666667
33T	M	F	2003	2012	3320		33T2012	0.666666667
33T	M	F	2003	2010	3320		33T2010	4.333333333
33T	M	F	2003	2011	3320		33T2011	5
33T	M	V	2003	2015	3320		33T2015	4.5
33T	m	V	2003	2016	3320		33T2016	6
33T	m	V	2003	2017	3320		33T2017	3.166666667
33V	f	R	2004	2015	3322		33V2015	4
33V	f	R	2004	2016	3322		33V2016	4.833333333
34N	F	F	2000	2012	3414		34N2012	3.833333333
34N	F	F	2000	2010	3414		34N2010	4.166666667
34N	F	F	2000	2011	3414		34N2011	5
34N	F	F	2000	2013	3414		34N2013	9
34N	F	F	2000	2015	3414		34N2015	5.833333333
34N	F	F	2000	2014	3414		34N2014	8.666666667
34N	F	F	2000	2016	3414		34N2016	6.5
34N	f	F	2000	2017	3414		34N2017	2.833333333
34P	M	F	2001	2012	3416		34P2012	1.333333333
34P	M	F	2001	2010	3416		34P2010	4.333333333
34P	M	F	2001	2011	3416		34P2011	5
35N	F	F	2000	2012	3514		35N2012	1.5
35N	F	F	2000	2010	3514		35N2010	4.333333333
35N	F	F	2000	2011	3514		35N2011	5.166666667
35N	F	F	2000	2013	3514		35N2013	9
35N	F	F	2000	2015	3514		35N2015	6
35N	F	F	2000	2014	3514		35N2014	8.5
35N	F	F	2000	2016	3514		35N2016	6.5
35N	f	F	2000	2017	3514		35N2017	2.166666667
35V	M	F	2004	2012	3522		35V2012	2.666666667
35V	M	F	2004	2010	3522		35V2010	4.333333333
35V	M	F	2004	2011	3522		35V2011	5
36D	F	S	1995	2011	3604		36D2011	5.166666667
36O	F	HH	2001	2014	3615		36O2014	7.5
36O	f	HH	2000	2016	3615	rapid data collection protocol - culled group in Oct 2016	36O2016	1.416666667
36S	M	F	2002	2010	3619		36S2010	4.166666667
36S	M	F	2002	2011	3619		36S2011	5
36S	M	V	2002	2015	3619		36S2015	1.5
36T	M	F	2003	2010	3620	emigrated	36T2010	2.5
36T	M	F	2003	2011	3620		36T2011	5
36V	M	HH	2004	2014	3622		36V2014	8
36V	m	V	2004	2016	3622		36V2016	4.333333333
36V	m	V	2004	2017	3622		36V2017	3.333333333
36Z	F	F	2004	2012	3626		36Z2012	3.5
36Z	F	F	2004	2010	3626		36Z2010	4.333333333
36Z	F	F	2004	2011	3626		36Z2011	5.166666667
36Z	F	F	2004	2013	3626		36Z2013	9.666666667
36Z	F	F	2004	2015	3626		36Z2015	6
36Z	F	F	2004	2014	3626		36Z2014	8.5
36Z	F	F	2004	2016	3626		36Z2016	6
36Z	f	F	2004	2017	3626		36Z2017	4.333333333
37N	M	V	2000	2015	3714		37N2015	3.5
37P	f	R	2001	2015	3716		37P2015	3.666666667
37P	f	R	2001	2016	3716		37P2016	4.833333333
37V	F	KK	2004	2013	3722		37V2013	10.66666667
37V	F	KK	2004	2015	3722		37V2015	5.5
37V	f	KK	2004	2017	3722		37V2017	1.916666667
38Z	F	S	2004	2011	3826		38Z2011	5.5
39L	m	R	2000	2015	3912		39L2015	4
39L	m	R	2000	2016	3912		39L2016	4.833333333
39Z	F	HH	2004	2014	3926		39Z2014	7.833333333
3A2	F	KK	2005	2013	3012		3A22013	10.83333333
3A6	m	HH	2004	2016	3016	rapid data collection protocol - culled group in Oct 2016	3A62016	1.583333333
3A7	f	R	2005	2015	3017		3A72015	4
3A7	f	R	2005	2016	3017		3A72016	4.833333333
3A9	F	HH	2005	2014	3019		3A92014	7.833333333
3A9	f	HH	2004	2016	3019	rapid data collection protocol - culled group in Oct 2016	3A92016	1.5
3B1	f	R	2006	2015	3021		3B12015	4
3B1	f	R	2006	2016	3021		3B12016	4.833333333
3B9	M	F	1999	2016	3029		3B92016	0.166666667
3B9	M	F	1999	2013	3029		3B92013	9.166666667
3B9	M	F	2006	2015	3029		3B92015	6
3B9	M	F	2006	2014	3029		3B92014	8.666666667
3B9	m	V	2006	2016	3029		3B92016	6.333333333
3C3	F	F	2006	2012	3033		3C32012	3.333333333
3C3	F	F	1988	2013	3033		3C32013	9.666666667
3C3	F	F	2006	2015	3033		3C32015	6.166666667
3C3	F	F	2006	2014	3033		3C32014	8.5
3C3	F	F	2006	2016	3033		3C32016	6.333333333
3C3	f	F	2006	2017	3033		3C32017	4.333333333
3D9	F	V	2007	2015	3049		3D92015	4.333333333
3D9	f	V	2007	2016	3049		3D92016	6.166666667
3D9	f	V	2007	2017	3049		3D92017	3.333333333
3E1	M	F	2007	2016	3051		3E12016	6.5
3E2	F	F	2007	2016	3052		3E22016	6.333333333
3E2	f	F	2007	2017	3052		3E22017	4.333333333
3E4	M	F	2007	2016	3054		3E42016	6.5
3E4	m	V	2007	2017	3054		3E42017	0.333333333
3E4	m	F	2007	2017	3054		3E42017	1.333333333
3E7	F	F	2007	2016	3057		3E72016	6.166666667
3E7	f	F	2007	2017	3057		3E72017	4.166666667
3F4	f	R	2008	2015	3064		3F42015	4
3F4	f	R	2008	2016	3064		3F42016	4.666666667
3F5	F	KK	2008	2015	3065		3F52015	5.5
3F5	f	KK	2008	2017	3065		3F52017	1.833333333
3F7	F	KK	2008	2015	3067		3F72015	5.5
3F7	f	KK	2008	2017	3067		3F72017	1.916666667
3F8	f	R	2008	2015	3068		3F82015	4
3F8	f	R	2008	2016	3068		3F82016	5
3G3	F	KK	2009	2015	3073		3G32015	5.5
3G3	f	KK	2009	2017	3073		3G32017	1.916666667
3H0	F	V	2009	2015	3080		3H02015	4.333333333
3H0	f	V	2009	2016	3080		3H02016	6.166666667
3H0	f	V	2009	2017	3080		3H02017	3.166666667
3H4	f	R	2009	2015	3084		3H42015	4
3H4	f	R	2009	2016	3084		3H42016	5
3H6	f	R	2009	2015	3086		3H62015	4
3H6	f	R	2009	2016	3086		3H62016	4.833333333
3I2	m	R	2010	2016	3092		3I22016	5.166666667
3I3	m	R	2010	2016	3093		3I32016	5
3I5	m	V	2010	2016	3095		3I52016	3.333333333
3I5	m	R	2010	2016	3095		3I52016	1.5
3I5	m	V	2010	2017	3095		3I52017	3.166666667
3I6	m	V	2010	2016	3096		3I62016	6.166666667
3I6	m	V	2010	2017	3096		3I62017	3.166666667
3I9	m	V	2010	2016	3099		3I92016	6
3I9	m	V	2010	2017	3099		3I92017	3.166666667
3J2	m	F	2010	2016	3102		3J22016	2.833333333
3J3	f	R	2010	2016	3103		3J32016	4.833333333
3J5	f	R	2010	2016	3105		3J52016	4.666666667
3J7	m	V	2010	2016	3107		3J72016	6
3J7	m	V	2010	2017	3107		3J72017	3.166666667
3K1	m	V	2011	2017	3111		3K12017	3.166666667
3L1	m	F	2011	2017	3121		3L12017	4.166666667
3L3	m	F	2011	2017	3123		3L32017	4.333333333
3L5	m	HH	2010	2016	3125	rapid data collection protocol - culled group in Oct 2016	3L52016	1.416666667
3L6	m	HH	2010	2016	3126	rapid data collection protocol - culled group in Oct 2016	3L62016	1.5
3M3	m	KK	2012	2017	3133		3M32017	0.833333333
3N4	f	HH	2011	2016	3144	rapid data collection protocol - culled group in Oct 2016	3N42016	1.5
3O3	m	KK	2013	2017	3153		3O32017	0.083333333
3O7	m	KK	2013	2017	3157		3O72017	0.75
3P2	m	HH	2012	2016	3162	rapid data collection protocol - culled group in Oct 2016	3P22016	1.5
3P5	m	KK	2013	2017	3165		3P52017	0.833333333
3P7	f	HH	2012	2016	3167	rapid data collection protocol - culled group in Oct 2016	3P72016	1.5
3Q3	f	KK	2014	2017	3173		3Q32017	0.916666667
3Q9	m	KK	2014	2017	3179		3Q92017	0.833333333
3R0	f	KK	2014	2017	3180		3R02017	0.833333333
3R9	f	KK	2014	2017	3189		3R92017	0.75
4_E0	f	R	2007	2015	4050	4E0	4_E02015	3.833333333
4_E2	M	V	2008	2015	4052	4E2	4_E22015	4.5
40L	F	F	2000	2012	4012		40L2012	3.5
40L	F	F	2000	2010	4012		40L2010	3.833333333
40L	F	F	2000	2011	4012		40L2011	5
40L	F	F	2000	2013	4012		40L2013	9.5
40L	F	F	2000	2015	4012		40L2015	5.833333333
40L	F	F	2000	2014	4012		40L2014	8
40L	F	F	2000	2016	4012		40L2016	6.166666667
40L	f	F	2000	2017	4012		40L2017	4.333333333
40Z	F	V	2004	2015	4026		40Z2015	1.833333333
41N	M	HH	2000	2014	4114		41N2014	6.833333333
41N	m	HH	2000	2016	4114	rapid data collection protocol - culled group in Oct 2016	41N2016	1.5
42L	F	F	2000	2016	4212		42L2016	1
