agonsim.winner,agonsim.loser,agonsim.type,winner.sex,loser.sex,date,observer,focal.individual,data.source
JUVMALE,1S5,avoid,Male,Male,2017-08-07,JN,agonsim.loser,focalfollow
JUVMALE,3P5,avoid,Male,Male,2017-08-07,JN,agonsim.loser,focalfollow
8L3,3R0,avoid,Female,Female,2017-08-07,JN,agonsim.loser,focalfollow
JUVMALE,6M7,avoid,Male,Female,2017-08-07,JN,agonsim.loser,focalfollow
99L,6M7,avoid,Male,Female,2017-08-07,JN,agonsim.loser,focalfollow
JUVMALE,7Q3,FearGrm,Male,Female,2017-08-07,JN,agonsim.loser,focalfollow
51V,1C5,avoid,Female,Female,2017-08-08,JN,agonsim.loser,focalfollow
1C7,1L1,FearGrm,Female,Female,2017-08-08,JN,agonsim.loser,focalfollow
94H,1P0,displace,Male,Female,2017-08-08,JN,agonsim.loser,focalfollow
JUVFEMALE,1P4,avoid,Female,Female,2017-08-08,JN,agonsim.loser,focalfollow
2C4,1P4,avoid,Female,Female,2017-08-08,JN,agonsim.loser,focalfollow
JUVMALE,1S8,avoid,Male,Male,2017-08-08,JN,agonsim.loser,focalfollow
37V,2R9,avoid,Female,Female,2017-08-08,JN,agonsim.loser,focalfollow
3F7,2R9,avoid,Female,Female,2017-08-08,JN,agonsim.loser,focalfollow
JUVMALE,4R3,avoid,Male,Male,2017-08-08,JN,agonsim.loser,focalfollow
97Z,64S,avoid,Male,Male,2017-08-08,JN,agonsim.loser,focalfollow
94H,1E2,FearGrm,Male,Female,2017-08-09,JN,agonsim.loser,focalfollow
6L3,2F2,FearGrm,Male,Female,2017-08-09,JN,agonsim.loser,focalfollow
4D8,6D6,displace,Female,Female,2017-08-09,JN,agonsim.loser,focalfollow
5H4,7J7,avoid,Female,Female,2017-08-09,JN,agonsim.loser,focalfollow
ADULT MALE,1C5,avoid,Male,Female,2017-08-10,JN,agonsim.loser,focalfollow
43V,3G3,FearGrm,Male,Female,2017-08-10,JN,agonsim.loser,focalfollow
JUVMALE,3Q3,avoid,Male,Female,2017-08-10,JN,agonsim.loser,focalfollow
94H,6A9,avoid,Male,Male,2017-08-10,JN,agonsim.loser,focalfollow
JUVMALE,6D4,FearGrm,Male,Female,2017-08-10,JN,agonsim.loser,focalfollow
24V,6D6,displace,Female,Female,2017-08-10,JN,agonsim.loser,focalfollow
97Z,93O,FearGrm,Male,Female,2017-08-10,JN,agonsim.loser,focalfollow
97Z,9I8,avoid,Male,Female,2017-08-10,JN,agonsim.loser,focalfollow
JUVFEMALE,1E2,Submit,Female,Female,2017-08-11,JN,agonsim.loser,focalfollow
JUVFEMALE,1C5,displace,Female,Female,2017-08-14,JN,agonsim.loser,focalfollow
6A9,2F2,avoid,Male,Female,2017-08-14,JN,agonsim.loser,focalfollow
ADULT MALE,3G3,avoid,Male,Female,2017-08-14,JN,agonsim.loser,focalfollow
84E,6L3,avoid,Male,Male,2017-08-14,JN,agonsim.loser,focalfollow
ADULT MALE,6L3,avoid,Male,Male,2017-08-14,JN,agonsim.loser,focalfollow
5H4,8C9,avoid,Female,Male,2017-08-14,JN,agonsim.loser,focalfollow
ADULT MALE,16R,avoid,Male,Male,2017-08-15,JN,agonsim.loser,focalfollow
5J3,44V,FearGrm,Male,Female,2017-08-15,JN,agonsim.loser,focalfollow
ADULT MALE,5H4,FearGrm,Male,Female,2017-08-15,JN,agonsim.loser,focalfollow
97Z,5Q7,avoid,Male,Female,2017-08-15,JN,agonsim.loser,focalfollow
JUVFEMALE,7Q3,avoid,Female,Female,2017-08-15,JN,agonsim.loser,focalfollow
6C2,83Z,displace,Female,Female,2017-08-15,JN,agonsim.loser,focalfollow
16R,99L,avoid,Male,Male,2017-08-15,JN,agonsim.loser,focalfollow
JUVMALE,1L1,avoid,Male,Female,2017-08-16,JN,agonsim.loser,focalfollow
8L3,24V,avoid,Female,Female,2017-08-16,JN,agonsim.loser,focalfollow
2J7,2F2,FearGrm,Female,Female,2017-08-16,JN,agonsim.loser,focalfollow
2C3,3F7,avoid,Female,Female,2017-08-16,JN,agonsim.loser,focalfollow
2C4,44V,avoid,Female,Female,2017-08-16,JN,agonsim.loser,focalfollow
24V,4F1,displace,Female,Female,2017-08-16,JN,agonsim.loser,focalfollow
5H4,4F1,displace,Female,Female,2017-08-16,JN,agonsim.loser,focalfollow
73Z,7I8,avoid,Male,Female,2017-08-16,JN,agonsim.loser,focalfollow
46Z,7J7,displace,Male,Female,2017-08-16,JN,agonsim.loser,focalfollow
ADULT MALE,8C9,FearGrm,Male,Male,2017-08-21,JN,agonsim.loser,focalfollow
98Z,5K0,avoid,Male,Male,2017-08-22,JN,agonsim.loser,focalfollow
94H,83Z,avoid,Male,Female,2017-08-22,JN,agonsim.loser,focalfollow
5H4,83Z,avoid,Female,Female,2017-08-22,JN,agonsim.loser,focalfollow
24V,86Z,displace,Female,Female,2017-08-22,JN,agonsim.loser,focalfollow
16R,46Z,avoid,Male,Male,2017-08-28,JN,agonsim.loser,focalfollow
99L,46Z,avoid,Male,Male,2017-08-28,JN,agonsim.loser,focalfollow
JUVMALE,6L3,avoid,Male,Male,2017-08-28,JN,agonsim.loser,focalfollow
94H,7F0,avoid,Male,Female,2017-08-28,JN,agonsim.loser,focalfollow
16R,9I8,FearGrm,Male,Female,2017-08-28,JN,agonsim.loser,focalfollow
2J7,9I8,FearGrm,Female,Female,2017-08-28,JN,agonsim.loser,focalfollow
ADULT MALE,2C4,avoid,Male,Female,2017-08-29,JN,agonsim.loser,focalfollow
1E2,6K6,displace,Female,Female,2017-08-29,JN,agonsim.loser,focalfollow
46Z,6L3,FearGrm,Male,Male,2017-08-29,JN,agonsim.loser,focalfollow
97Z,7F0,avoid,Male,Female,2017-08-29,JN,agonsim.loser,focalfollow
27J,0M6,Submit,Male,Female,2017-08-30,JN,agonsim.loser,focalfollow
27N,51J,avoid,Male,Male,2017-08-30,JN,agonsim.loser,focalfollow
16R,7I8,avoid,Male,Female,2017-08-30,JN,agonsim.loser,focalfollow
86Z,7I8,avoid,Female,Female,2017-08-30,JN,agonsim.loser,focalfollow
46Z,11Z,avoid,Male,Male,2017-08-31,JN,agonsim.loser,focalfollow
7J7,2F2,avoid,Female,Female,2017-08-31,JN,agonsim.loser,focalfollow
ADULT MALE,5J3,avoid,Male,Male,2017-08-31,JN,agonsim.loser,focalfollow
ADULT MALE,5J3,avoid,Male,Male,2017-08-31,JN,agonsim.loser,focalfollow
56K,86Z,avoid,Male,Female,2017-08-31,JN,agonsim.loser,focalfollow
56K,86Z,Submit,Male,Female,2017-08-31,JN,agonsim.loser,focalfollow
JUVFEMALE,8L3,FearGrm,Female,Female,2017-08-31,JN,agonsim.loser,focalfollow
0K8,9I8,displace,Female,Female,2017-08-31,JN,agonsim.loser,focalfollow
5H4,62R,displace,Female,Female,2017-09-05,JN,NA,adlib.observation
8L3,37V,contactAgg,Female,Female,2017-10-05,JN,NA,adlib.observation
51V,55J,FearGrm,Female,Female,2017-11-05,JN,NA,adlib.observation
62R,6D9,displace,Female,Female,2017-12-05,JN,NA,adlib.observation
8L3,24V,displace,Female,Female,2017-05-17,JN,NA,adlib.observation
2C4,1C7,avoid,Female,Female,2017-05-17,JN,NA,adlib.observation
2C3,9L9,noncontactAgg,Female,Female,2017-05-18,JN,NA,adlib.observation
2J7,6L1,Submit/threat,Female,Female,2017-05-23,JN,NA,adlib.observation
6K6,3F5,Submit/threat,Female,Female,2017-05-23,JN,NA,adlib.observation
2C3,6K6,avoid,Female,Female,2017-05-23,JN,NA,adlib.observation
1E2,76J,avoid,Female,Female,2017-05-24,JN,NA,adlib.observation
1E2,6D4,noncontactAgg,Female,Female,2017-05-25,JN,NA,adlib.observation
62R,86Z,noncontactAgg,Female,Female,2017-05-31,JN,NA,adlib.observation
24V,76J,noncontactAgg,Female,Female,2017-05-31,JN,NA,adlib.observation
6D6,2F2,displace,Female,Female,2017-01-06,JN,NA,adlib.observation
86Z,2F2,Submit/threat,Female,Female,2017-01-06,JN,NA,adlib.observation
44V,37V,contactAgg,Female,Female,2017-05-06,JN,NA,adlib.observation
5H4,2C4,noncontactAgg,Female,Female,2017-06-06,JN,NA,adlib.observation
93O,0J5,noncontactAgg,Female,Female,2017-07-06,JN,NA,adlib.observation
2J7,2F2,contactAgg,Female,Female,2017-08-06,JN,NA,adlib.observation
83Z,49V,contactAgg,Female,Female,2017-12-06,JN,NA,adlib.observation
62R,2C4,Submit/threat,Female,Female,2017-12-06,JN,NA,adlib.observation
8L3,6D6,displace,Female,Female,2017-06-13,JN,NA,adlib.observation
1E2,60R,noncontactAgg,Female,Female,2017-06-14,JN,NA,adlib.observation
60R,3G3,Submit/threat,Female,Female,2017-06-19,JN,NA,adlib.observation
6C2,1C7,contactAgg,Female,Female,2017-06-19,JN,NA,adlib.observation
4F1,3G3,contactAgg,Female,Female,2017-06-22,JN,NA,adlib.observation
62R,6D6,FearGrm,Female,Female,2017-06-22,JN,NA,adlib.observation
5H4,24V,FearGrm,Female,Female,2017-06-28,JN,NA,adlib.observation
24V,76J,avoid,Female,Female,2017-06-07,JN,NA,adlib.observation
4D8,6D6,displace,Female,Female,2017-06-07,JN,NA,adlib.observation
6D9,6L1,Submit/threat,Female,Female,2017-06-07,JN,NA,adlib.observation
9I8,9L9,noncontactAgg,Female,Female,2017-07-26,JN,NA,adlib.observation
9I8,1L1,noncontactAgg,Female,Female,2017-07-08,JN,NA,adlib.observation
2C4,9I8,noncontactAgg,Female,Female,2017-09-08,JN,NA,adlib.observation
3F7,3G3,displace,Female,Female,2017-11-08,JN,NA,adlib.observation
7I8,9I8,noncontactAgg,Female,Female,2017-08-14,JN,NA,adlib.observation
44V,93O,Submit/threat,Female,Female,2017-08-15,JN,NA,adlib.observation
60R,0J5,contactAgg,Female,Female,2017-08-16,JN,NA,adlib.observation
83Z,8I9,Submit/threat,Female,Female,2017-08-16,JN,NA,adlib.observation
4F1,60R,noncontactAgg,Female,Female,2017-08-28,JN,NA,adlib.observation
4D8,51V,noncontactAgg,Female,Female,2017-08-28,JN,NA,adlib.observation
8L3,6L1,FearGrm,Female,Female,2017-08-30,JN,NA,adlib.observation
24V,0K8,noncontactAgg,Female,Female,2017-08-30,JN,NA,adlib.observation
27J,99L,noncontactAgg,Male,Male,2017-05-12,JN,NA,adlib.observation
99L,6A9,FearGrm,Male,Male,2017-05-15,JN,NA,adlib.observation
98Z,5J3,noncontactAgg,Male,Male,2017-05-16,JN,NA,adlib.observation
6A9,8C9,avoid,Male,Male,2017-05-23,JN,NA,adlib.observation
27J,51J,noncontactAgg,Male,Male,2017-06-05,JN,NA,adlib.observation
73Z,6A9,FearGrm,Male,Male,2017-06-07,JN,NA,adlib.observation
73Z,97Z,FearGrm,Male,Male,2017-06-09,JN,NA,adlib.observation
27N,73Z,displace,Male,Male,2017-06-09,JN,NA,adlib.observation
46Z,6L3,displace,Male,Male,2017-06-12,JN,NA,adlib.observation
27N,27J,avoid,Male,Male,2017-06-13,JN,NA,adlib.observation
46Z,97Z,avoid,Male,Male,2017-06-14,JN,NA,adlib.observation
97Z,5K0,avoid,Male,Male,2017-06-14,JN,NA,adlib.observation
99L,97Z,ambigiously.recorded,Male,Male,2017-06-19,JN,NA,adlib.observation
6L4,5J3,FearGrm,Male,Male,2017-06-26,JN,NA,adlib.observation
64S,98Z,contactAgg,Male,Male,2017-06-27,JN,NA,adlib.observation
6L4,5J3,Submit/threat,Male,Male,2017-06-27,JN,NA,adlib.observation
46Z,73Z,displace,Male,Male,2017-07-06,JN,NA,adlib.observation
6A9,5K0,noncontactAgg,Male,Male,2017-07-06,JN,NA,adlib.observation
46Z,6A9,avoid,Male,Male,2017-08-02,JN,NA,adlib.observation
27J,51J,Submit/threat,Male,Male,2017-08-03,JN,NA,adlib.observation
16R,99L,noncontactAgg,Male,Male,2017-08-03,JN,NA,adlib.observation
99L,46Z,displace,Male,Male,2017-08-09,JN,NA,adlib.observation
98Z,11Z,FearGrm,Male,Male,2017-08-21,JN,NA,adlib.observation
98Z,5K0,Submit/threat,Male,Male,2017-08-22,JN,NA,adlib.observation
97Z,11Z,noncontactAgg,Male,Male,2017-08-22,JN,NA,adlib.observation
94H,99L,displace,Male,Male,2017-08-29,JN,NA,adlib.observation
16R,99L,noncontactAgg,Male,Male,2017-08-31,JN,NA,adlib.observation
